epoch,train_acc,train_loss
1,72.58591455376221,0.5564227060483676
2,77.66841734552555,0.471354620196201
3,78.3879905698475,0.45455153912982454
4,79.38464083276588,0.43878509510781616
5,79.92225300193469,0.4312402321334848
6,80.14970431803651,0.42325003200811573
7,80.36061370339742,0.42093081485347117
8,80.31512344371079,0.4219191970191115
9,80.80310988470578,0.41350596774665116
10,80.61701335696378,0.41460001445611283
11,80.6128778730165,0.4103538233556196
12,80.85273561224857,0.40923285193328135
13,80.86927752563633,0.4073812553236884
14,81.2952317979741,0.4044262716725902
15,81.11740622108901,0.4034358461258316
16,81.2952317979741,0.40347522959722576
