epoch,train_acc,train_loss
1,73.40473926219686,0.5335653861826315
2,77.0687729966566,0.4786656253093141
3,78.0447458792776,0.4644966868247787
4,78.24738430904891,0.46009586127523816
5,78.88424795633568,0.4478644650546726
6,79.57073734851842,0.43777093795485544
7,79.7609693605232,0.43346194138026434
8,79.93052396446554,0.4286614256426042
9,79.99669161643901,0.4284592540379686
10,80.29031057820407,0.421166914281683
11,80.18692361109063,0.42003811081493714
12,80.69558744910515,0.4148866389676855
13,80.72867126420672,0.4160310709159973
14,80.57152309569959,0.41316719318874756
15,81.00161282958328,0.41065057325459786
16,80.93130971006914,0.4107073879504213
17,81.26628344473396,0.40404997535731163
18,81.28696084143797,0.4053560789628457
19,81.21665771088092,0.407755865958433
20,81.10499979827428,0.4053037203458594
21,81.17943839542545,0.4019850749631983
22,81.19598030786666,0.4022127044175755
23,81.27868988521736,0.4019680075967663
24,81.37794135260792,0.40284263607384
25,81.36553492253641,0.39946317214744176
26,81.82043753265422,0.39816662248417056
27,81.51854761877021,0.39843207033878175
28,81.55990240713004,0.3990600014508379
29,81.89074066857498,0.39483519963031816
30,81.90314709769994,0.39224694191110493
31,83.20995823103847,0.3691227865420748
32,83.8633638024404,0.3563521267644949
33,84.44646623350442,0.34831414354443524
34,85.02543319608125,0.3381756277037221
35,85.62921302321827,0.3302632814036681
36,86.0799801547525,0.3199463245070635
37,86.59691493226549,0.31141957922513447
